speed_x,speed_y,omega,steering_angle
0.053315994798439535,0.0,0.0313722399391884,0.0
0.0600346770697876,0.0,0.035325652289248714,0.0
0.13350671868227135,0.0,0.07855812927861809,0.0
0.3576072821846554,0.0,0.210423560567727,0.0
0.3671434763762462,0.0,0.21603485551619975,0.0
0.5591677503250976,0.0,0.3290259310695368,0.0
0.588209796272215,0.0,0.3461148747762492,0.0
0.640875596012137,0.0,0.37710452642349623,0.0
0.7232336367576939,0.0,0.425565710069397,0.0
0.8214130905938448,0.0,0.48333654215253663,0.0
0.7158647594278283,0.0,0.42122970942739535,0.0
0.8814477676636324,0.0,0.5186621944417853,0.0
0.846553966189857,0.0,0.4981299561076011,0.0
0.8461205028175119,0.0,0.49787489724630685,0.0
0.9921976592977894,0.0,0.5838297335024571,0.0
0.9776766363242306,0.0,0.575285261649101,0.0
0.9911140008669267,0.0,0.5831920863492216,0.0
1.0049848287819678,0.0,0.5913539699106364,0.0
0.9811443433029909,0.0,0.5773257325394547,0.0
0.9995665366276549,0.0,0.5881657341444588,0.0
1.0073688773298657,0.0,0.5927567936477547,0.0
0.9915474642392718,0.0,0.5834471452105158,0.0
1.0158214130905938,0.0,0.5977304414429918,0.0
1.0552665799739922,0.0,0.5398434320865665,0.0
1.0049848287819678,0.0,0.5141207629051978,0.0
1.0535327264846122,0.0,0.5389564434941055,0.0
1.0060684872128305,0.0,0.514675130775486,0.0
1.0661031642826182,0.0,0.5453871107894476,0.0
1.0195058517555267,0.0,0.5215492923670586,0.0
1.08777633289987,0.0,0.5207744995085543,0.0
1.0346770697876029,0.0,0.495353150160159,0.0
1.0856090160381449,0.0,0.436862348081245,0.0
1.0266579973992198,0.0,0.3350622783004751,0.0
1.071087993064586,0.0,0.31473269733488546,0.0
1.0270914607715649,0.0,0.3018045837049823,0.0
1.0743389683571738,0.0,0.2691709409466112,0.0
1.033810143042913,0.0,0.2590166206002291,0.0
1.0723883831816212,0.0,0.2686822303417052,0.0
1.0080190723883833,0.0,0.06759499647445955,0.0
0.9154746423927178,0.0,0.05156140811924929,0.0
0.7839185088859991,0.0,0.2728872889746826,0.0
0.7013437364542696,0.0,0.5371047061752291,0.0
0.1153012570437798,0.0,0.08830027925995731,0.0
0.06220199393151279,0.0,0.0476356769691875,0.0
0.06415257910706545,0.0,0.007068147041499904,0.0
0.08625921109666233,0.0,0.009503792305800547,0.0
0.10294755093194626,0.0,0.011342465691596129,0.0
0.31447767663632425,0.0,0.021088011155545216,0.0
0.5856090160381447,0.0,0.03926933572865828,0.0
0.9191590810576507,0.0,0.061636288980473644,0.0
1.182704811443433,0.0,0.07930894340166109,0.0
1.3342002600780234,0.0,0.08946781300726143,0.0
1.4573038578240138,0.0,0.09772280290136873,0.0
1.6176853055916776,0.0,0.10847754325636767,0.0
1.7624620719549198,0.0,0.11818587644169103,0.0
1.8727785002167316,0.0,0.12558339379398084,0.0
1.9902470741222367,0.0,0.0691175428615768,0.0
2.0487646293888164,0.0,0.07114974765005831,0.0
2.066103164282618,0.0,0.07175188240220098,0.0
2.062418725617685,0.0,0.07162392876737066,0.0
2.0678370177719985,0.0,0.07181209587741526,0.0
2.083224967490247,0.0,0.07234649046994186,0.0
2.1066319895968793,0.0,0.07315937238533449,0.0
2.133940182054616,0.0,0.07410773461995918,0.0
2.1618985695708712,0.0,0.07507867690778924,0.0
2.187689640225401,0.0,0.07597435235160147,0.0
2.2058951018638924,0.0,0.07660659384135127,0.0
2.2284351972258345,0.0,0.07738936901913673,0.0
2.2468573905504985,0.0,0.0,0.0
2.2574772431729517,0.0,0.0,0.0
2.268313827481578,0.0,0.0,0.0
2.2715648027741655,0.0,0.0,0.0
2.271781534460338,0.0,0.0,0.0
2.2702644126571303,0.0,0.0,0.0
2.2696142175986127,0.0,0.0,0.0
2.2698309492847852,0.0,0.030007333780784903,0.0
2.2657130472475075,0.0,0.02995289480992317,0.0
2.2680970957954054,0.0,0.029984412108843124,0.0
2.263112267013437,0.0,0.029918512302010498,0.0
2.2602947550931947,0.0,0.029881264585105104,0.0
2.260078023407022,0.0,0.02987839937611238,0.0
2.2559601213697444,0.0,0.029823960405250653,0.0
2.256176853055917,0.0,0.029826825614243376,0.0
2.2511920242739487,0.0,0.02976092580741075,0.0
2.249024707412224,0.0,0.029732273717483527,0.0
2.247507585609016,0.0,0.029712217254534466,0.0
2.2436064152579105,0.0,0.029660643492665454,0.0
2.23753792804508,0.0,0.029580417640869217,0.0
2.2310359774599045,0.0,0.029494461371087535,0.0
2.2267013437364542,0.0,0.029437157191233083,0.0
2.222800173385349,0.0,0.02938558342936408,0.0
2.217381881231036,0.0,0.029313953204546012,0.0
2.2158647594278285,0.0,0.02929389674159695,0.0
2.210663198959688,0.0,0.029225131725771607,0.0
2.2149978326831383,0.0,0.02928243590562606,0.0
2.2058951018638924,0.0,0.029162097127931705,0.0
2.210663198959688,0.0,0.029225131725771607,0.0
2.206111833550065,0.0,0.029164962336924425,0.0
2.2041612483745125,0.0,0.029139175455989926,0.0
2.2143476376246207,0.0,0.029273840278647892,0.0
2.201560468140442,0.0,0.029104792948077253,0.0
2.2149978326831383,0.0,0.02928243590562606,0.0
2.216081491114001,0.0,0.029296761950589674,0.0
2.2095795405288254,0.0,0.029210805680807993,0.0
2.2175986129172083,0.0,0.02931681841353873,0.0
2.212397052449068,0.0,0.029248053397713386,0.0
2.2063285652362374,0.0,0.02916782754591715,0.0
2.211530125704378,0.0,0.02923659256174249,0.0
2.2071954919809276,0.0,0.02917928838188804,0.0
2.200260078023407,0.0,0.029087601694120915,0.0
2.2084958820979628,0.0,0.07669691405417267,0.0
2.192024273948851,0.0,0.07612488603963712,0.0
2.192457737321196,0.0,0.07613993940844069,0.0
2.1980927611616816,0.0,0.07633563320288705,0.0
2.188556566970091,0.0,0.0760044590892086,0.0
2.1946250541829215,0.0,0.07621520625245853,0.0
2.1911573472041614,0.0,0.07609477930203,0.0
2.1844386649328134,0.0,0.07586145208557471,0.0
2.196358907672302,0.0,0.0762754197276728,0.0
2.1848721283051584,0.0,0.07587650545437828,0.0
2.1829215431296056,0.0,0.07580876529476223,0.0
2.192457737321196,0.0,0.07613993940844069,0.0
